Interval|"ms"|0|0|1,Utc|"ms"|0|0|1,AccelX|"G"|-3.0|3.0|50,AccelY|"G"|-3.0|3.0|50,AccelZ|"G"|-3.0|3.0|50,Yaw|"Deg/Sec"|-120|120|50,Pitch|"Deg/Sec"|-120|120|50,Roll|"Deg/Sec"|-120|120|50,FTTS1|""|0.0|1000.0|50,FTTS2|""|0.0|1000.0|50,FTTS3|""|0.0|1000.0|50,FTTS4|""|0.0|1000.0|50,FR|""|0.0|1000.0|50,TPS|""|0.0|1000.0|50,FBPS|""|0.0|1000.0|50,STR|""|0.0|1000.0|50,MPUAccX|""|-20.0|20.0|50,MPUAccY|""|-20.0|20.0|50,MPUAccZ|""|-20.0|20.0|50,YawMPU|""|-20.0|20.0|50,PitchMPU|""|-20.0|20.0|50,RollMPU|""|-20.0|20.0|50, RSTR|""|0.0|1000.0|50, RL|""|0.0|1000.0|50, RBPS|""|0.0|1000.0|50, RR |""|0.0|1000.0|50,Latitude|"Degrees"|-180.0|180.0|10,Longitude|"Degrees"|-180.0|180.0|10,Speed|"mph"|0.0|150.0|10,Altitude|"ft"|0.0|4000.0|10,GPSSats|""|0|20|10,LapCount|""|0|0|10,LapTime|"Min"|0.0|0.0|10,Sector|""|0|0|10,SectorTime|"Min"|0.0|0.0|10,PredTime|"Min"|0.0|0.0|10,ElapsedTime|"Min"|0.0|0.0|10,CurrentLap|""|0|0|10
2174997,1.58E+12,0.87,0.04,-0.04,0,-2,0,0,0,0,0,0,0.82,1.25,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175017,1.58E+12,0.95,0.04,-0.15,0,0,0,0,0,0,0,0,0.82,1.25,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175037,1.58E+12,0.94,0.06,-0.11,0,2,-1,0,0,0,0,0,0.82,1.25,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175057,1.58E+12,0.9,0.11,-0.03,0,1,0,0,0,0,0,0,0.82,1.25,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175077,1.58E+12,0.94,0.13,-0.2,0,2,0,0,0,0,0,0,0.82,1.25,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175097,1.58E+12,0.93,0.08,-0.17,0,1,-1,0,0,0,0,0,0.82,1.25,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175117,1.58E+12,0.89,0.06,-0.08,0,-3,-1,0,0,0,0,0,0.82,1.25,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175137,1.58E+12,0.97,0.07,-0.17,0,-2,0,0,0,0,0,0,0.83,1.25,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175157,1.58E+12,0.96,0.06,-0.17,0,2,0,0,0,0,0,0,0.83,1.25,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175177,1.58E+12,0.92,0.1,-0.03,0,1,0,0,0,0,0,0,0.83,1.25,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175197,1.58E+12,0.95,0.11,-0.22,0,1,1,0,0,0,0,0,0.83,1.25,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175217,1.58E+12,0.93,0.08,-0.2,0,1,0,0,0,0,0,0,0.83,1.25,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175237,1.58E+12,0.87,0.07,-0.03,0,-3,0,0,0,0,0,0,0.82,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175257,1.58E+12,0.95,0.07,-0.14,0,-2,1,0,0,0,0,0,0.82,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175277,1.58E+12,0.94,0.08,-0.09,0,1,0,0,0,0,0,0,0.82,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175297,1.58E+12,0.91,0.12,0,0,0,1,0,0,0,0,0,0.82,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175317,1.58E+12,0.96,0.13,-0.19,0,1,1,0,0,0,0,0,0.82,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175337,1.58E+12,0.93,0.08,-0.14,0,0,-1,0,0,0,0,0,0.81,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175357,1.58E+12,0.87,0.07,-0.01,0,-4,0,0,0,0,0,0,0.81,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175377,1.58E+12,0.95,0.08,-0.12,0,-1,1,0,0,0,0,0,0.81,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175397,1.58E+12,0.93,0.07,-0.11,0,1,0,0,0,0,0,0,0.81,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175417,1.58E+12,0.92,0.09,-0.08,0,0,1,0,0,0,0,0,0.81,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175437,1.58E+12,0.96,0.1,-0.27,0,1,1,0,0,0,0,0,0.81,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175457,1.58E+12,0.91,0.05,-0.2,0,0,-1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175477,1.58E+12,0.91,0,-0.13,0,-3,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175497,1.58E+12,0.98,0,-0.25,0,0,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175517,1.58E+12,0.94,0.03,-0.15,0,2,-1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175537,1.58E+12,0.92,0.05,-0.14,0,1,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175557,1.58E+12,0.97,0.05,-0.33,0,2,-1,0,0,0,0,0,0.82,1.28,2.83,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175577,1.58E+12,0.92,0.02,-0.23,0,0,-2,0,0,0,0,0,0.82,1.28,2.83,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175597,1.58E+12,0.91,0,-0.19,0,-2,-1,0,0,0,0,0,0.82,1.28,2.83,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175617,1.58E+12,0.98,0,-0.26,0,1,-1,0,0,0,0,0,0.82,1.28,2.83,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175637,1.58E+12,0.93,0.01,-0.15,0,1,-2,0,0,0,0,0,0.82,1.28,2.83,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175657,1.58E+12,0.94,0.01,-0.22,0,1,0,0,0,0,0,0,0.82,1.28,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175677,1.58E+12,0.98,0.02,-0.38,0,1,-1,0,0,0,0,0,0.82,1.28,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175697,1.58E+12,0.91,-0.01,-0.27,0,-1,-2,0,0,0,0,0,0.82,1.28,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175717,1.58E+12,0.98,-0.02,-0.33,0,-2,0,0,0,0,0,0,0.82,1.28,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175737,1.58E+12,0.99,0,-0.27,0,1,0,0,0,0,0,0,0.82,1.28,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175757,1.58E+12,0.93,0.08,-0.07,0,0,0,0,0,0,0,0,0.82,1.28,2.83,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175777,1.58E+12,0.96,0.09,-0.24,0,1,1,0,0,0,0,0,0.82,1.28,2.83,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175797,1.58E+12,0.95,0.07,-0.21,0,1,0,0,0,0,0,0,0.82,1.28,2.83,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175817,1.58E+12,0.9,0.05,-0.03,0,-4,0,0,0,0,0,0,0.82,1.28,2.83,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175837,1.58E+12,0.97,0.05,-0.14,0,-2,0,0,0,0,0,0,0.82,1.28,2.83,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175857,1.58E+12,0.95,0.07,-0.08,0,1,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175877,1.58E+12,0.93,0.1,-0.06,0,0,1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175897,1.58E+12,0.97,0.1,-0.26,0,1,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175917,1.58E+12,0.93,0.06,-0.16,0,-1,-1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175937,1.58E+12,0.9,0.04,-0.13,0,-4,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175957,1.58E+12,0.97,0.04,-0.23,0,-1,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175977,1.58E+12,0.94,0.03,-0.16,0,1,-1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2175997,1.58E+12,0.92,0.04,-0.16,0,0,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176017,1.58E+12,0.96,0.06,-0.34,0,1,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176037,1.58E+12,0.92,0.03,-0.32,0,0,-1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176057,1.58E+12,0.88,-0.01,-0.14,0,-4,-1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176077,1.58E+12,0.96,0,-0.24,0,-2,-1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176097,1.58E+12,0.97,0.01,-0.2,0,1,-1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176117,1.58E+12,0.91,0.07,-0.06,0,1,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176137,1.58E+12,0.94,0.09,-0.2,0,1,1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176157,1.58E+12,0.95,0.09,-0.28,0,1,0,0,0,0,0,0,0.81,1.28,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176177,1.58E+12,0.9,0.07,-0.2,0,-2,-1,0,0,0,0,0,0.81,1.28,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176197,1.58E+12,0.88,0.02,-0.02,0,-6,-1,0,0,0,0,0,0.81,1.28,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176217,1.58E+12,0.96,0.03,-0.04,0,-3,0,0,0,0,0,0,0.81,1.28,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176237,1.58E+12,1.02,0.01,-0.09,0,2,0,0,0,0,0,0,0.81,1.28,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176257,1.58E+12,1,0.03,-0.1,0,5,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176277,1.58E+12,0.93,0.07,-0.03,0,4,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176297,1.58E+12,0.92,0.07,-0.16,0,2,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176317,1.58E+12,0.93,0.08,-0.28,0,0,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176337,1.58E+12,0.95,0.09,-0.35,0,-2,1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176357,1.58E+12,0.97,0.08,-0.29,0,-4,0,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176377,1.58E+12,0.98,0.04,-0.15,0,-5,-1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176397,1.58E+12,0.98,0.02,-0.03,0,-5,-1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176417,1.58E+12,0.99,0.04,0.08,0,-5,-1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176437,1.58E+12,0.99,0.02,0.14,0,-3,-1,0,0,0,0,0,0.82,1.27,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176457,1.58E+12,0.99,-0.02,0.19,0,-2,-1,0,0,0,0,0,0.82,1.27,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176477,1.58E+12,0.98,-0.03,0.2,0,0,-1,0,0,0,0,0,0.82,1.27,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176497,1.58E+12,0.96,-0.06,0.2,0,0,-1,0,0,0,0,0,0.82,1.27,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176517,1.58E+12,0.95,-0.06,0.2,0,1,-1,0,0,0,0,0,0.82,1.27,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176537,1.58E+12,0.95,-0.07,0.15,0,1,-1,0,0,0,0,0,0.82,1.27,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176557,1.58E+12,0.96,-0.05,0.1,0,2,-1,0,0,0,0,0,0.82,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176577,1.58E+12,0.98,-0.02,0.01,0,3,0,0,0,0,0,0,0.82,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176597,1.58E+12,0.99,0,-0.07,0,4,-1,0,0,0,0,0,0.82,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176617,1.58E+12,1,0,-0.11,0,6,0,0,0,0,0,0,0.82,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176637,1.58E+12,1.01,0,-0.18,0,7,0,0,0,0,0,0,0.82,1.26,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176657,1.58E+12,0.98,0.02,-0.17,0,8,-1,0,0,0,0,0,0.82,1.23,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176677,1.58E+12,0.93,0.03,-0.18,0,7,0,0,0,0,0,0,0.82,1.23,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176697,1.58E+12,0.88,0.05,-0.13,0,4,0,0,0,0,0,0,0.82,1.23,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176717,1.58E+12,0.84,0.08,-0.11,0,0,-1,0,0,0,0,0,0.82,1.23,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176737,1.58E+12,0.87,0.1,-0.19,0,-2,0,0,0,0,0,0,0.82,1.23,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176757,1.58E+12,0.9,0.1,-0.27,0,-3,1,0,0,0,0,0,0.82,1.12,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176777,1.58E+12,0.93,0.09,-0.2,0,-4,0,0,0,0,0,0,0.82,1.12,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176797,1.58E+12,0.95,0.06,-0.09,0,-5,-1,0,0,0,0,0,0.82,1.12,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176817,1.58E+12,0.96,0.04,0.02,0,-5,-1,0,0,0,0,0,0.82,1.12,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176837,1.58E+12,0.96,0.06,0.14,0,-5,-1,0,0,0,0,0,0.82,1.12,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176857,1.58E+12,0.96,0.04,0.21,0,-3,-1,0,0,0,0,0,0.82,1.02,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176877,1.58E+12,0.97,-0.02,0.25,0,-1,-1,0,0,0,0,0,0.82,1.02,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176897,1.58E+12,0.98,0.01,0.18,0,1,-1,0,0,0,0,0,0.82,1.02,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176917,1.58E+12,0.99,0.03,0.09,0,4,0,0,0,0,0,0,0.82,1.02,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176937,1.58E+12,1,0.03,-0.01,0,5,0,0,0,0,0,0,0.82,1.02,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176957,1.58E+12,1,0.02,-0.11,0,7,0,0,0,0,0,0,0.82,0.97,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176977,1.58E+12,0.99,0.04,-0.19,0,8,0,0,0,0,0,0,0.82,0.97,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2176997,1.58E+12,0.95,0.07,-0.18,0,8,0,0,0,0,0,0,0.82,0.97,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177017,1.58E+12,0.89,0.08,-0.14,0,6,0,0,0,0,0,0,0.82,0.97,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177037,1.58E+12,0.85,0.08,-0.09,0,4,0,0,0,0,0,0,0.82,0.97,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177057,1.58E+12,0.83,0.1,-0.09,0,0,-1,0,0,0,0,0,0.81,0.95,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177077,1.58E+12,0.86,0.12,-0.16,0,-2,0,0,0,0,0,0,0.81,0.95,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177097,1.58E+12,0.88,0.11,-0.23,0,-4,1,0,0,0,0,0,0.81,0.95,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177117,1.58E+12,0.92,0.1,-0.19,0,-4,0,0,0,0,0,0,0.81,0.95,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177137,1.58E+12,0.94,0.09,-0.11,0,-4,0,0,0,0,0,0,0.81,0.95,2.85,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177157,1.58E+12,0.95,0.07,0.01,0,-5,-1,0,0,0,0,0,0.82,0.96,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177177,1.58E+12,0.94,0.08,0.14,0,-5,-1,0,0,0,0,0,0.82,0.96,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177197,1.58E+12,0.95,0.06,0.21,0,-4,-1,0,0,0,0,0,0.82,0.96,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177217,1.58E+12,0.98,0.02,0.17,0,-1,0,0,0,0,0,0,0.82,0.96,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177237,1.58E+12,1.02,0.02,0.05,0,3,0,0,0,0,0,0,0.82,0.96,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177257,1.58E+12,1.04,0.02,-0.06,0,7,0,0,0,0,0,0,0.82,0.95,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177277,1.58E+12,0.99,0.03,-0.1,0,8,0,0,0,0,0,0,0.82,0.95,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177297,1.58E+12,0.91,0.07,-0.08,0,6,0,0,0,0,0,0,0.82,0.95,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177317,1.58E+12,0.86,0.09,-0.08,0,2,-1,0,0,0,0,0,0.82,0.95,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177337,1.58E+12,0.87,0.12,-0.22,0,0,0,0,0,0,0,0,0.82,0.95,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177357,1.58E+12,0.9,0.12,-0.35,0,-2,1,0,0,0,0,0,0.83,0.92,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177377,1.58E+12,0.92,0.1,-0.31,0,-3,0,0,0,0,0,0,0.83,0.92,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177397,1.58E+12,0.9,0.11,-0.1,0,-6,-1,0,0,0,0,0,0.83,0.92,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177417,1.58E+12,0.9,0.08,0,0,-6,-1,0,0,0,0,0,0.83,0.92,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177437,1.58E+12,0.98,0.07,-0.09,0,-2,1,0,0,0,0,0,0.83,0.92,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177457,1.58E+12,1.04,0.06,-0.12,0,3,1,0,0,0,0,0,0.82,0.94,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177477,1.58E+12,1,0.09,-0.13,0,6,0,0,0,0,0,0,0.82,0.94,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
2177497,1.58E+12,0.92,0.11,-0.1,0,4,0,0,0,0,0,0,0.82,0.94,2.84,0,0,0,0,0,0,0,0,0,0,12.992236,80.230309,0,30.2,10,0,0,-1,0,0,0,0
