"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FR"|"Volts"|0.0|5.0|50,"brakerear"|"Volts"|0.0|5.0|50,"Analog3"|""|0.0|5.0|10,"Analog4"|""|0.0|5.0|10,"Analog5"|"Volts"|0.0|5.0|10,"brakepress"|"Volts"|0.0|5.0|50,"STR"|"Volts"|0.0|5.0|50,"Battery"|"Volts"|0.0|20.0|50,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"RPM"|""|0|10000|25,"tiretemp"|"celsius"|-1000|1000|10,"tiretemp1"|""|-1000|1000|10,"tiretemp2"|""|-1000|1000|10,"tiretemp3"|""|-1000|1000|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10
66203,0,1.19,0.48,,,,1.39,2.7,3.46,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
66223,0,1.19,0.46,,,,1.39,2.69,3.44,,,,,,,,,,,,,,,,,
66243,0,1.19,0.47,0.0,0.29,1.73,1.39,2.69,3.46,0.0,-0.02,0.99,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
66263,0,1.19,0.46,,,,1.39,2.69,3.43,,,,,,,,,,,,,,,,,
66283,0,1.19,0.47,,,,1.39,2.69,3.45,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
66303,0,1.19,0.47,,,,1.39,2.7,3.43,,,,,,,,,,,,,,,,,
66323,0,1.19,0.47,,,,1.39,2.69,3.45,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
66343,0,1.19,0.48,0.0,0.29,1.73,1.39,2.69,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
66363,0,1.19,0.47,,,,1.39,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
66383,0,1.19,0.47,,,,1.39,2.69,3.43,,,,,,,,,,,,,,,,,
66403,0,1.19,0.46,,,,1.39,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
66423,0,1.19,0.47,,,,1.39,2.69,3.43,,,,,,,,,,,,,,,,,
66443,0,1.18,0.47,0.0,0.29,1.73,1.39,2.7,3.45,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
66463,0,1.19,0.47,,,,1.39,2.69,3.43,,,,,,,,,,,,,,,,,
66483,0,1.19,0.48,,,,1.39,2.69,3.46,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
66503,0,1.19,0.47,,,,1.39,2.69,3.43,,,,,,,,,,,,,,,,,
66523,0,1.19,0.47,,,,1.39,2.7,3.46,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
66543,0,1.19,0.46,0.0,0.29,1.73,1.39,2.7,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
66563,0,1.19,0.47,,,,1.39,2.69,3.45,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
66583,0,1.19,0.47,,,,1.39,2.7,3.43,,,,,,,,,,,,,,,,,
66603,0,1.19,0.47,,,,1.39,2.69,3.49,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
66623,0,1.19,0.47,,,,1.39,2.7,3.44,,,,,,,,,,,,,,,,,
66643,0,1.19,0.47,0.0,0.29,1.73,1.39,2.7,3.46,0.01,-0.02,0.99,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
66663,0,1.19,0.47,,,,1.39,2.7,3.43,,,,,,,,,,,,,,,,,
66683,0,1.19,0.47,,,,1.39,2.69,3.46,0.01,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
66703,0,1.19,0.47,,,,1.39,2.69,3.43,,,,,,,,,,,,,,,,,
66723,0,1.19,0.47,,,,1.39,2.71,3.46,0.01,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
66743,0,1.19,0.47,0.0,0.29,1.73,1.39,2.71,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
66763,0,1.19,0.47,,,,1.39,2.7,3.45,0.01,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
66783,0,1.19,0.47,,,,1.39,2.69,3.43,,,,,,,,,,,,,,,,,
66803,0,1.19,0.47,,,,1.39,2.69,3.46,0.01,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
66823,0,1.18,0.47,,,,1.39,2.69,3.44,,,,,,,,,,,,,,,,,
66843,0,1.18,0.47,0.0,0.29,1.73,1.39,2.69,3.46,0.0,-0.02,0.99,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
66863,0,1.19,0.47,,,,1.39,2.7,3.43,,,,,,,,,,,,,,,,,
66883,0,1.19,0.47,,,,1.39,2.7,3.46,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
66903,0,1.19,0.46,,,,1.39,2.7,3.46,,,,,,,,,,,,,,,,,
66923,0,1.19,0.47,,,,1.39,2.7,3.46,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
66943,0,1.19,0.47,0.0,0.29,1.73,1.39,2.69,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
66963,0,1.19,0.47,,,,1.39,2.71,3.46,0.0,-0.02,0.98,-0,-0,-0,0,,,,,,,,,,
66983,0,1.19,0.47,,,,1.39,2.69,3.43,,,,,,,,,,,,,,,,,
67003,0,1.19,0.47,,,,1.39,2.69,3.46,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
67023,0,1.19,0.47,,,,1.39,2.7,3.44,,,,,,,,,,,,,,,,,
67043,0,1.19,0.47,0.0,0.29,1.73,1.39,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
67063,0,1.19,0.46,,,,1.39,2.7,3.43,,,,,,,,,,,,,,,,,
67083,0,1.18,0.47,,,,1.39,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
67103,0,1.19,0.47,,,,1.39,2.7,3.43,,,,,,,,,,,,,,,,,
67123,0,1.19,0.47,,,,1.39,2.69,3.45,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
67143,0,1.19,0.47,0.0,0.29,1.73,1.39,2.7,3.42,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
67163,0,1.19,0.47,,,,1.39,2.7,3.45,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
67183,0,1.19,0.47,,,,1.39,2.7,3.43,,,,,,,,,,,,,,,,,
67203,0,1.19,0.47,,,,1.39,2.7,3.49,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
67223,0,1.19,0.47,,,,1.39,2.7,3.44,,,,,,,,,,,,,,,,,
67243,0,1.19,0.47,0.0,0.29,1.73,1.39,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
67263,0,1.19,0.47,,,,1.39,2.69,3.42,,,,,,,,,,,,,,,,,
67283,0,1.19,0.46,,,,1.39,2.7,3.46,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
67303,0,1.18,0.47,,,,1.39,2.69,3.43,,,,,,,,,,,,,,,,,
67323,0,1.18,0.47,,,,1.39,2.7,3.46,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
67343,0,1.19,0.47,0.0,0.31,1.73,1.39,2.69,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
67363,0,1.18,0.46,,,,1.39,2.69,3.46,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
67383,0,1.19,0.46,,,,1.39,2.69,3.43,,,,,,,,,,,,,,,,,
67403,0,1.19,0.47,,,,1.4,2.7,3.47,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
67423,0,1.19,0.47,,,,1.39,2.7,3.43,,,,,,,,,,,,,,,,,
67443,0,1.18,0.46,0.0,0.32,1.73,1.4,2.69,3.46,0.0,-0.02,0.99,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
67463,0,1.19,0.46,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
67483,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,0.99,-0,-0,-0,0,,,,,,,,,,
67503,0,1.18,0.47,,,,1.4,2.7,3.43,,,,,,,,,,,,,,,,,
67523,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
67543,0,1.19,0.47,0.0,0.32,1.73,1.4,2.69,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
67563,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
67583,0,1.19,0.47,,,,1.4,2.7,3.44,,,,,,,,,,,,,,,,,
67603,0,1.19,0.47,,,,1.4,2.7,3.47,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
67623,0,1.19,0.46,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
67643,0,1.18,0.47,0.0,0.32,1.73,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
67663,0,1.18,0.47,,,,1.4,2.7,3.46,,,,,,,,,,,,,,,,,
67683,0,1.19,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
67703,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
67723,0,1.19,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
67743,0,1.19,0.47,0.0,0.32,1.73,1.4,2.7,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
67763,0,1.18,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
67783,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
67803,0,1.19,0.47,,,,1.4,2.69,3.48,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
67823,0,1.19,0.47,,,,1.4,2.69,3.47,,,,,,,,,,,,,,,,,
67843,0,1.19,0.47,0.0,0.32,1.73,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
67863,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
67883,0,1.18,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
67903,0,1.19,0.47,,,,1.4,2.7,3.43,,,,,,,,,,,,,,,,,
67923,0,1.19,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
67943,0,1.19,0.47,0.0,0.32,1.73,1.4,2.69,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
67963,0,1.18,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
67983,0,1.19,0.47,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
68003,0,1.19,0.47,,,,1.4,2.7,3.47,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68023,0,1.19,0.47,,,,1.4,2.7,3.44,,,,,,,,,,,,,,,,,
68043,0,1.19,0.46,0.0,0.32,1.73,1.41,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
68063,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
68083,0,1.18,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68103,0,1.19,0.47,,,,1.4,2.7,3.43,,,,,,,,,,,,,,,,,
68123,0,1.18,0.47,,,,1.4,2.69,3.49,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68143,0,1.18,0.47,0.0,0.31,1.73,1.4,2.7,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
68163,0,1.18,0.46,,,,1.4,2.69,3.45,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68183,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
68203,0,1.19,0.47,,,,1.4,2.69,3.47,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68223,0,1.19,0.46,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
68243,0,1.18,0.47,0.0,0.31,1.73,1.4,2.69,3.43,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
68263,0,1.18,0.47,,,,1.4,2.7,3.4,,,,,,,,,,,,,,,,,
68283,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68303,0,1.18,0.46,,,,1.4,2.69,3.4,,,,,,,,,,,,,,,,,
68323,0,1.19,0.46,,,,1.4,2.7,3.43,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68343,0,1.19,0.47,0.0,0.31,1.73,1.4,2.7,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
68363,0,1.19,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68383,0,1.19,0.46,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
68403,0,1.19,0.46,,,,1.4,2.69,3.47,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68423,0,1.19,0.47,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
68443,0,1.19,0.47,0.0,0.31,1.73,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
68463,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
68483,0,1.18,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68503,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
68523,0,1.19,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68543,0,1.19,0.47,0.0,0.31,1.73,1.4,2.69,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
68563,0,1.19,0.46,,,,1.4,2.69,3.45,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68583,0,1.18,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
68603,0,1.19,0.47,,,,1.4,2.7,3.47,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68623,0,1.19,0.47,,,,1.4,2.7,3.44,,,,,,,,,,,,,,,,,
68643,0,1.18,0.47,0.0,0.31,1.73,1.41,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
68663,0,1.19,0.46,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
68683,0,1.18,0.48,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68703,0,1.19,0.47,,,,1.4,2.7,3.43,,,,,,,,,,,,,,,,,
68723,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68743,0,1.18,0.47,0.0,0.31,1.73,1.4,2.69,3.46,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
68763,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68783,0,1.19,0.47,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
68803,0,1.19,0.47,,,,1.4,2.69,3.47,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68823,0,1.19,0.47,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
68843,0,1.18,0.48,0.0,0.31,1.73,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
68863,0,1.19,0.48,,,,1.4,2.7,3.43,,,,,,,,,,,,,,,,,
68883,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68903,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
68923,0,1.19,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68943,0,1.18,0.47,0.0,0.31,1.73,1.4,2.69,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
68963,0,1.19,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
68983,0,1.19,0.47,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
69003,0,1.19,0.48,,,,1.4,2.69,3.47,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69023,0,1.19,0.47,,,,1.41,2.69,3.44,,,,,,,,,,,,,,,,,
69043,0,1.19,0.47,0.0,0.31,1.73,1.41,2.69,3.49,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
69063,0,1.18,0.47,,,,1.4,2.7,3.43,,,,,,,,,,,,,,,,,
69083,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69103,0,1.18,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
69123,0,1.18,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69143,0,1.19,0.47,0.0,0.31,1.73,1.4,2.7,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
69163,0,1.19,0.47,,,,1.4,2.7,3.45,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69183,0,1.19,0.46,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
69203,0,1.19,0.46,,,,1.41,2.69,3.51,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69223,0,1.19,0.47,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
69243,0,1.19,0.47,0.0,0.31,1.73,1.41,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
69263,0,1.19,0.47,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
69283,0,1.19,0.46,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69303,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
69323,0,1.19,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69343,0,1.19,0.47,0.0,0.3,1.73,1.4,2.69,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
69363,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69383,0,1.19,0.47,,,,1.4,2.7,3.43,,,,,,,,,,,,,,,,,
69403,0,1.19,0.47,,,,1.4,2.69,3.47,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69423,0,1.19,0.47,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
69443,0,1.19,0.47,0.0,0.31,1.73,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
69463,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
69483,0,1.19,0.48,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69503,0,1.19,0.47,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
69523,0,1.18,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69543,0,1.19,0.47,0.0,0.3,1.73,1.4,2.7,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
69563,0,1.18,0.47,,,,1.4,2.69,3.45,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69583,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
69603,0,1.19,0.47,,,,1.4,2.7,3.47,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69623,0,1.19,0.47,,,,1.4,2.7,3.44,,,,,,,,,,,,,,,,,
69643,0,1.18,0.47,0.0,0.31,1.73,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
69663,0,1.19,0.47,,,,1.4,2.7,3.43,,,,,,,,,,,,,,,,,
69683,0,1.19,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69703,0,1.19,0.47,,,,1.4,2.7,3.44,,,,,,,,,,,,,,,,,
69723,0,1.19,0.46,,,,1.4,2.7,3.46,0.01,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69743,0,1.19,0.46,0.0,0.3,1.73,1.4,2.7,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
69763,0,1.18,0.47,,,,1.4,2.7,3.46,0.01,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69783,0,1.19,0.47,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
69803,0,1.19,0.47,,,,1.4,2.69,3.51,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69823,0,1.19,0.47,,,,1.4,2.69,3.45,,,,,,,,,,,,,,,,,
69843,0,1.18,0.48,0.0,0.31,1.74,1.41,2.69,3.47,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
69863,0,1.19,0.48,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
69883,0,1.19,0.47,,,,1.4,2.69,3.47,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69903,0,1.18,0.47,,,,1.4,2.7,3.44,,,,,,,,,,,,,,,,,
69923,0,1.19,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69943,0,1.19,0.47,0.0,0.3,1.73,1.4,2.7,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
69963,0,1.18,0.47,,,,1.4,2.7,3.5,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
69983,0,1.19,0.47,,,,1.4,2.7,3.44,,,,,,,,,,,,,,,,,
70003,0,1.19,0.47,,,,1.4,2.69,3.47,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70023,0,1.18,0.46,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
70043,0,1.19,0.47,0.0,0.3,1.73,1.4,2.69,3.47,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
70063,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
70083,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70103,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
70123,0,1.19,0.47,,,,1.4,2.69,3.5,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70143,0,1.19,0.47,0.0,0.3,1.73,1.4,2.69,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
70163,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70183,0,1.18,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
70203,0,1.18,0.47,,,,1.4,2.69,3.47,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70223,0,1.18,0.47,,,,1.4,2.7,3.44,,,,,,,,,,,,,,,,,
70243,0,1.18,0.47,0.0,0.3,1.73,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
70263,0,1.19,0.47,,,,1.4,2.7,3.43,,,,,,,,,,,,,,,,,
70283,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70303,0,1.19,0.46,,,,1.4,2.7,3.44,,,,,,,,,,,,,,,,,
70323,0,1.19,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70343,0,1.19,0.47,0.0,0.3,1.73,1.4,2.7,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
70363,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70383,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
70403,0,1.19,0.47,,,,1.4,2.69,3.47,0.01,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70423,0,1.19,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
70443,0,1.19,0.47,0.0,0.3,1.73,1.4,2.69,3.46,0.01,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
70463,0,1.19,0.47,,,,1.4,2.7,3.43,,,,,,,,,,,,,,,,,
70483,0,1.18,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70503,0,1.18,0.47,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
70523,0,1.18,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70543,0,1.19,0.47,0.0,0.3,1.73,1.4,2.7,3.43,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
70563,0,1.19,0.47,,,,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70583,0,1.19,0.46,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
70603,0,1.19,0.46,,,,1.4,2.7,3.47,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70623,0,1.19,0.47,,,,1.4,2.7,3.44,,,,,,,,,,,,,,,,,
70643,0,1.19,0.47,0.0,0.3,1.73,1.4,2.69,3.46,0.0,-0.02,1.0,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
70663,0,1.18,0.47,,,,1.4,2.69,3.44,,,,,,,,,,,,,,,,,
70683,0,1.18,0.47,,,,1.4,2.7,3.46,0.0,-0.02,1.0,-0,-0,-0,0,,,,,,,,,,
70703,0,1.18,0.47,,,,1.4,2.69,3.43,,,,,,,,,,,,,,,,,
