"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"FR"|"Volts"|0.0|5.0|50,"brakerear"|"Volts"|0.0|5.0|50,"Analog3"|""|0.0|5.0|10,"Analog4"|""|0.0|5.0|10,"Analog5"|"Volts"|0.0|5.0|10,"brakepress"|"Volts"|0.0|5.0|50,"STR"|"Volts"|0.0|5.0|50,"Battery"|"Volts"|0.0|20.0|50,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"RPM"|""|0|10000|25,"tiretemp"|"celsius"|-1000|1000|10,"tiretemp1"|""|-1000|1000|10,"tiretemp2"|""|-1000|1000|10,"tiretemp3"|""|-1000|1000|10,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Distance"|"mi"|0.0|0.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10
176223,0,1.15,0.88,,,,1.23,2.62,3.48,,,,,,,,,,,,,,,,,
176243,0,1.15,0.88,0.0,0.33,1.66,1.22,2.49,3.44,-0.05,-0.08,0.86,-0,4,-3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
176263,0,1.07,0.87,,,,1.23,2.59,3.49,,,,,,,,,,,,,,,,,
176283,0,1.16,0.87,,,,1.22,2.59,3.45,-0.05,-0.1,0.96,-0,5,-3,0,,,,,,,,,,
176303,0,1.16,0.87,,,,1.23,2.6,3.52,,,,,,,,,,,,,,,,,
176323,0,1.15,0.88,,,,1.23,2.59,3.48,-0.04,-0.06,0.91,-0,4,-2,0,,,,,,,,,,
176343,0,1.15,0.88,0.0,0.34,1.65,1.23,2.59,3.5,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
176363,0,1.15,0.89,,,,1.23,2.59,3.48,-0.0,-0.0,0.89,-0,-0,-1,0,,,,,,,,,,
176383,0,1.15,0.89,,,,1.23,2.59,3.5,,,,,,,,,,,,,,,,,
176403,0,1.15,0.9,,,,1.23,2.59,3.48,0.03,-0.1,0.95,-0,3,-2,0,,,,,,,,,,
176423,0,1.15,0.85,,,,1.23,2.59,3.49,,,,,,,,,,,,,,,,,
176443,0,1.15,0.88,0.0,0.33,1.65,1.23,2.58,3.48,0.03,-0.06,0.9,-0,-2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
176463,0,1.15,0.92,,,,1.23,2.59,3.51,,,,,,,,,,,,,,,,,
176483,0,1.15,0.85,,,,1.23,2.59,3.47,0.05,-0.02,0.86,-0,2,-1,0,,,,,,,,,,
176503,0,1.15,0.84,,,,1.23,2.58,3.51,,,,,,,,,,,,,,,,,
176523,0,1.14,0.9,,,,1.23,2.59,3.48,0.03,0.12,0.85,-0,-5,2,0,,,,,,,,,,
176543,0,1.15,0.93,0.0,0.33,1.66,1.23,2.6,3.5,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
176563,0,1.15,0.92,,,,1.23,2.58,3.48,-0.04,0.02,1.05,0,-5,1,0,,,,,,,,,,
176583,0,1.15,0.9,,,,1.23,2.59,3.52,,,,,,,,,,,,,,,,,
176603,0,1.15,0.86,,,,1.23,2.59,3.47,-0.03,-0.06,0.8,1,4,-0,0,,,,,,,,,,
176623,0,1.16,0.84,,,,1.23,2.59,3.49,,,,,,,,,,,,,,,,,
176643,0,1.16,0.88,0.0,0.34,1.66,1.23,2.6,3.48,0.01,0.02,0.69,1,-0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
176663,0,1.15,0.93,,,,1.23,2.59,3.51,,,,,,,,,,,,,,,,,
176683,0,1.15,0.87,,,,1.23,2.6,3.48,0.01,-0.03,0.77,1,2,1,0,,,,,,,,,,
176703,0,1.16,0.85,,,,1.23,2.59,3.5,,,,,,,,,,,,,,,,,
176723,0,1.15,0.89,,,,1.22,2.59,3.47,-0.05,0.01,0.8,0,-0,1,0,,,,,,,,,,
176743,0,1.15,0.92,0.0,0.34,1.65,1.23,2.59,3.49,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
176763,0,1.14,0.88,,,,1.23,2.58,3.48,-0.04,-0.05,0.73,0,4,0,0,,,,,,,,,,
176783,0,1.16,0.86,,,,1.23,2.59,3.51,,,,,,,,,,,,,,,,,
176803,0,1.15,0.9,,,,1.23,2.59,3.49,-0.02,-0.03,0.75,0,1,2,0,,,,,,,,,,
176823,0,1.15,0.88,,,,1.23,2.59,3.51,,,,,,,,,,,,,,,,,
176843,0,1.15,0.88,0.0,0.34,1.65,1.23,2.59,3.48,-0.04,-0.03,0.73,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
176863,0,1.15,0.89,,,,1.23,2.59,3.51,,,,,,,,,,,,,,,,,
176883,0,1.15,0.88,,,,1.22,2.59,3.49,0.01,-0.0,0.74,-0,1,1,0,,,,,,,,,,
176903,0,1.15,0.88,,,,1.23,2.59,3.54,,,,,,,,,,,,,,,,,
176923,0,1.15,0.88,,,,1.22,2.59,3.48,-0.02,0.03,0.71,0,-0,0,0,,,,,,,,,,
176943,0,1.15,0.88,0.0,0.34,1.65,1.23,2.59,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
176963,0,1.15,0.88,,,,1.22,2.59,3.48,-0.06,0.02,0.79,-0,1,0,0,,,,,,,,,,
176983,0,1.15,0.88,,,,1.22,2.59,3.51,,,,,,,,,,,,,,,,,
177003,0,1.15,0.88,,,,1.22,2.59,3.47,-0.05,0.0,0.88,-0,2,0,0,,,,,,,,,,
177023,0,1.15,0.88,,,,1.22,2.6,3.5,,,,,,,,,,,,,,,,,
177043,0,1.15,0.89,0.0,0.33,1.65,1.22,2.59,3.48,-0.05,-0.02,0.95,-0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
177063,0,1.15,0.89,,,,1.22,2.6,3.5,,,,,,,,,,,,,,,,,
177083,0,1.15,0.88,,,,1.22,2.59,3.48,-0.07,-0.05,1.02,-0,2,0,0,,,,,,,,,,
177103,0,1.15,0.88,,,,1.22,2.59,3.51,,,,,,,,,,,,,,,,,
177123,0,1.15,0.88,,,,1.22,2.59,3.48,-0.09,-0.07,1.03,-0,2,-1,0,,,,,,,,,,
177143,0,1.15,0.89,0.0,0.33,1.65,1.22,2.59,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
177163,0,1.15,0.88,,,,1.22,2.58,3.48,-0.05,-0.04,0.96,-0,3,-1,0,,,,,,,,,,
177183,0,1.16,0.88,,,,1.22,2.58,3.51,,,,,,,,,,,,,,,,,
177203,0,1.15,0.88,,,,1.22,2.6,3.48,-0.07,-0.04,1.03,-0,1,0,0,,,,,,,,,,
177223,0,1.15,0.88,,,,1.22,2.59,3.5,,,,,,,,,,,,,,,,,
177243,0,1.15,0.88,0.0,0.32,1.65,1.22,2.6,3.48,-0.09,-0.07,1.03,-0,0,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
177263,0,1.15,0.88,,,,1.22,2.59,3.51,,,,,,,,,,,,,,,,,
177283,0,1.15,0.88,,,,1.22,2.6,3.48,-0.07,-0.08,1.02,-0,-1,0,0,,,,,,,,,,
177303,0,1.15,0.89,,,,1.22,2.59,3.51,,,,,,,,,,,,,,,,,
177323,0,1.15,0.89,,,,1.22,2.59,3.48,-0.03,-0.05,1.04,-0,-0,-1,0,,,,,,,,,,
177343,0,1.16,0.88,0.0,0.32,1.65,1.22,2.6,3.54,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
177363,0,1.15,0.88,,,,1.22,2.59,3.48,-0.03,-0.04,1.09,-0,-3,0,0,,,,,,,,,,
177383,0,1.15,0.88,,,,1.22,2.59,3.5,,,,,,,,,,,,,,,,,
177403,0,1.16,0.88,,,,1.22,2.59,3.48,-0.03,-0.05,1.06,-0,-1,-0,0,,,,,,,,,,
177423,0,1.15,0.88,,,,1.22,2.59,3.5,,,,,,,,,,,,,,,,,
177443,0,1.15,0.88,0.0,0.32,1.65,1.22,2.59,3.47,-0.02,-0.04,1.02,-0,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
177463,0,1.15,0.88,,,,1.22,2.59,3.51,,,,,,,,,,,,,,,,,
177483,0,1.15,0.89,,,,1.22,2.59,3.47,-0.02,-0.03,1.05,-0,-1,-0,0,,,,,,,,,,
177503,0,1.15,0.88,,,,1.22,2.59,3.51,,,,,,,,,,,,,,,,,
177523,0,1.15,0.88,,,,1.22,2.59,3.47,-0.02,-0.05,1.08,-0,-2,1,0,,,,,,,,,,
177543,0,1.15,0.88,0.0,0.32,1.65,1.22,2.58,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
177563,0,1.15,0.88,,,,1.22,2.59,3.48,-0.02,-0.03,1.11,-0,-1,-0,0,,,,,,,,,,
177583,0,1.15,0.88,,,,1.22,2.59,3.51,,,,,,,,,,,,,,,,,
177603,0,1.15,0.88,,,,1.22,2.59,3.47,-0.02,-0.05,1.16,-0,-2,0,0,,,,,,,,,,
177623,0,1.15,0.88,,,,1.22,2.59,3.49,,,,,,,,,,,,,,,,,
177643,0,1.16,0.88,0.0,0.31,1.65,1.21,2.59,3.47,-0.0,-0.04,1.1,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
177663,0,1.15,0.88,,,,1.22,2.59,3.51,,,,,,,,,,,,,,,,,
177683,0,1.16,0.88,,,,1.21,2.59,3.48,-0.0,-0.06,1.19,-0,-0,-1,0,,,,,,,,,,
177703,0,1.15,0.88,,,,1.22,2.59,3.51,,,,,,,,,,,,,,,,,
177723,0,1.15,0.88,,,,1.22,2.59,3.48,-0.01,-0.04,1.19,-0,-2,1,0,,,,,,,,,,
177743,0,1.15,0.88,0.0,0.31,1.65,1.22,2.6,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
177763,0,1.15,0.88,,,,1.22,2.59,3.48,-0.05,-0.05,1.18,-0,-3,1,0,,,,,,,,,,
177783,0,1.15,0.88,,,,1.22,2.58,3.51,,,,,,,,,,,,,,,,,
177803,0,1.15,0.88,,,,1.21,2.59,3.48,-0.03,-0.02,1.04,-0,0,0,0,,,,,,,,,,
177823,0,1.15,0.88,,,,1.22,2.6,3.5,,,,,,,,,,,,,,,,,
177843,0,1.15,0.89,0.0,0.31,1.65,1.21,2.59,3.47,-0.02,-0.04,1.11,-0,-1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
177863,0,1.15,0.87,,,,1.22,2.59,3.51,,,,,,,,,,,,,,,,,
177883,0,1.16,0.89,,,,1.21,2.59,3.48,-0.02,-0.06,1.13,-0,-1,1,0,,,,,,,,,,
177903,0,1.15,0.88,,,,1.22,2.59,3.51,,,,,,,,,,,,,,,,,
177923,0,1.15,0.88,,,,1.22,2.6,3.51,-0.06,-0.09,1.06,-0,1,0,0,,,,,,,,,,
177943,0,1.15,0.88,0.0,0.31,1.65,1.22,2.6,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
177963,0,1.15,0.88,,,,1.21,2.59,3.48,-0.12,-0.08,0.99,-0,2,-0,0,,,,,,,,,,
177983,0,1.15,0.89,,,,1.22,2.6,3.51,,,,,,,,,,,,,,,,,
178003,0,1.15,0.88,,,,1.21,2.59,3.48,-0.14,-0.1,0.93,-0,3,-1,0,,,,,,,,,,
178023,0,1.16,0.88,,,,1.21,2.6,3.5,,,,,,,,,,,,,,,,,
178043,0,1.15,0.88,0.0,0.31,1.65,1.21,2.59,3.48,-0.16,-0.11,0.94,-0,3,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
178063,0,1.15,0.89,,,,1.21,2.59,3.51,,,,,,,,,,,,,,,,,
178083,0,1.15,0.88,,,,1.21,2.59,3.48,-0.14,-0.09,0.93,-0,4,-1,0,,,,,,,,,,
178103,0,1.16,0.88,,,,1.21,2.59,3.52,,,,,,,,,,,,,,,,,
178123,0,1.15,0.89,,,,1.21,2.58,3.49,-0.09,-0.06,0.92,-0,5,-2,0,,,,,,,,,,
178143,0,1.15,0.89,0.0,0.3,1.65,1.21,2.59,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
178163,0,1.15,0.88,,,,1.21,2.59,3.49,-0.09,-0.1,0.9,-0,4,-2,0,,,,,,,,,,
178183,0,1.15,0.88,,,,1.21,2.58,3.51,,,,,,,,,,,,,,,,,
178203,0,1.15,0.88,,,,1.21,2.6,3.48,-0.12,-0.13,0.93,-0,1,-1,0,,,,,,,,,,
178223,0,1.15,0.88,,,,1.21,2.59,3.53,,,,,,,,,,,,,,,,,
178243,0,1.15,0.88,0.0,0.3,1.64,1.21,2.59,3.45,-0.05,-0.06,0.96,-0,-0,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
178263,0,1.15,0.88,,,,1.21,2.58,3.47,,,,,,,,,,,,,,,,,
178283,0,1.15,0.88,,,,1.2,2.59,3.45,-0.03,-0.01,1.02,-0,-1,-0,0,,,,,,,,,,
178303,0,1.16,0.89,,,,1.21,2.6,3.49,,,,,,,,,,,,,,,,,
178323,0,1.15,0.88,,,,1.2,2.59,3.45,-0.07,-0.05,0.99,-0,1,-0,0,,,,,,,,,,
178343,0,1.15,0.88,0.0,0.3,1.64,1.21,2.59,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
178363,0,1.15,0.89,,,,1.2,2.58,3.48,-0.03,-0.05,1.06,-0,1,-0,0,,,,,,,,,,
178383,0,1.15,0.89,,,,1.2,2.58,3.51,,,,,,,,,,,,,,,,,
178403,0,1.15,0.88,,,,1.2,2.59,3.47,-0.05,-0.07,1.01,-0,2,-1,0,,,,,,,,,,
178423,0,1.15,0.88,,,,1.2,2.6,3.5,,,,,,,,,,,,,,,,,
178443,0,1.15,0.88,0.0,0.3,1.64,1.2,2.59,3.47,-0.05,-0.07,0.99,-0,-0,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
178463,0,1.16,0.88,,,,1.2,2.59,3.51,,,,,,,,,,,,,,,,,
178483,0,1.15,0.88,,,,1.2,2.59,3.48,0.01,0.03,1.03,-0,-1,-0,0,,,,,,,,,,
178503,0,1.15,0.89,,,,1.2,2.59,3.52,,,,,,,,,,,,,,,,,
178523,0,1.16,0.88,,,,1.2,2.6,3.51,-0.02,-0.02,1.1,-0,-1,0,0,,,,,,,,,,
178543,0,1.15,0.88,0.0,0.3,1.64,1.21,2.59,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
178563,0,1.15,0.89,,,,1.2,2.59,3.47,-0.02,-0.02,1.04,-0,0,-0,0,,,,,,,,,,
178583,0,1.15,0.89,,,,1.2,2.6,3.51,,,,,,,,,,,,,,,,,
178603,0,1.15,0.89,,,,1.2,2.59,3.47,-0.0,0.01,1.0,-0,2,-1,0,,,,,,,,,,
178623,0,1.15,0.89,,,,1.2,2.6,3.5,,,,,,,,,,,,,,,,,
178643,0,1.15,0.89,0.0,0.29,1.64,1.2,2.58,3.48,-0.05,-0.05,0.96,-0,1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
178663,0,1.15,0.88,,,,1.2,2.6,3.5,,,,,,,,,,,,,,,,,
178683,0,1.15,0.87,,,,1.2,2.6,3.48,0.03,0.01,0.94,-0,-1,-0,0,,,,,,,,,,
178703,0,1.15,0.88,,,,1.2,2.59,3.52,,,,,,,,,,,,,,,,,
178723,0,1.15,0.88,,,,1.2,2.6,3.47,0.03,0.04,1.03,-0,-1,0,0,,,,,,,,,,
178743,0,1.16,0.88,0.0,0.29,1.64,1.2,2.62,3.5,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
178763,0,1.16,0.88,,,,1.2,2.59,3.47,-0.01,-0.0,0.98,-0,-1,-0,0,,,,,,,,,,
178783,0,1.15,0.89,,,,1.2,2.59,3.5,,,,,,,,,,,,,,,,,
178803,0,1.15,0.89,,,,1.2,2.6,3.47,-0.01,-0.01,0.99,-0,1,0,0,,,,,,,,,,
178823,0,1.15,0.89,,,,1.2,2.59,3.52,,,,,,,,,,,,,,,,,
178843,0,1.15,0.89,0.0,0.29,1.64,1.2,2.6,3.48,0.0,0.01,1.02,-0,2,-0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
178863,0,1.15,0.89,,,,1.2,2.59,3.5,,,,,,,,,,,,,,,,,
178883,0,1.15,0.89,,,,1.2,2.59,3.48,-0.01,-0.01,0.92,-0,3,-1,0,,,,,,,,,,
178903,0,1.16,0.88,,,,1.2,2.59,3.52,,,,,,,,,,,,,,,,,
178923,0,1.15,0.88,,,,1.2,2.59,3.48,-0.01,-0.06,0.93,-0,3,-1,0,,,,,,,,,,
178943,0,1.15,0.89,0.0,0.29,1.64,1.2,2.59,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
178963,0,1.15,0.88,,,,1.2,2.59,3.48,-0.03,-0.08,0.97,-0,0,-1,0,,,,,,,,,,
178983,0,1.15,0.88,,,,1.2,2.59,3.51,,,,,,,,,,,,,,,,,
179003,0,1.15,0.88,,,,1.19,2.59,3.48,-0.02,-0.06,0.98,-1,-3,-0,0,,,,,,,,,,
179023,0,1.15,0.88,,,,1.19,2.59,3.5,,,,,,,,,,,,,,,,,
179043,0,1.15,0.88,0.0,0.29,1.64,1.2,2.59,3.48,0.02,0.01,1.02,-1,-4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
179063,0,1.15,0.88,,,,1.2,2.59,3.51,,,,,,,,,,,,,,,,,
179083,0,1.16,0.89,,,,1.19,2.59,3.47,0.05,0.05,1.03,-0,-4,1,0,,,,,,,,,,
179103,0,1.16,0.88,,,,1.19,2.59,3.52,,,,,,,,,,,,,,,,,
179123,0,1.15,0.88,,,,1.19,2.59,3.51,0.07,0.11,1.07,-0,-3,1,0,,,,,,,,,,
179143,0,1.15,0.89,0.0,0.29,1.64,1.2,2.6,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
179163,0,1.15,0.88,,,,1.19,2.59,3.48,0.1,0.12,1.07,-0,-3,1,0,,,,,,,,,,
179183,0,1.15,0.89,,,,1.19,2.6,3.51,,,,,,,,,,,,,,,,,
179203,0,1.15,0.89,,,,1.19,2.6,3.48,0.13,0.11,1.05,-0,-2,1,0,,,,,,,,,,
179223,0,1.15,0.88,,,,1.19,2.59,3.5,,,,,,,,,,,,,,,,,
179243,0,1.15,0.89,0.0,0.29,1.64,1.19,2.59,3.47,0.14,0.1,1.05,-0,-1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
179263,0,1.15,0.89,,,,1.19,2.59,3.5,,,,,,,,,,,,,,,,,
179283,0,1.15,0.89,,,,1.19,2.6,3.48,0.13,0.08,1.05,-0,-0,2,0,,,,,,,,,,
179303,0,1.15,0.89,,,,1.19,2.6,3.52,,,,,,,,,,,,,,,,,
179323,0,1.15,0.89,,,,1.19,2.6,3.48,0.11,0.08,1.05,-0,0,2,0,,,,,,,,,,
179343,0,1.15,0.88,0.0,0.29,1.64,1.19,2.59,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
179363,0,1.15,0.89,,,,1.19,2.6,3.48,0.11,0.09,1.05,-0,1,2,0,,,,,,,,,,
179383,0,1.15,0.89,,,,1.19,2.59,3.51,,,,,,,,,,,,,,,,,
179403,0,1.15,0.89,,,,1.19,2.59,3.47,0.11,0.08,1.03,-0,1,2,0,,,,,,,,,,
179423,0,1.15,0.89,,,,1.19,2.6,3.5,,,,,,,,,,,,,,,,,
179443,0,1.15,0.88,0.0,0.29,1.64,1.19,2.59,3.47,0.11,0.09,1.08,-0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
179463,0,1.15,0.89,,,,1.19,2.6,3.5,,,,,,,,,,,,,,,,,
179483,0,1.16,0.88,,,,1.19,2.6,3.48,0.15,0.12,1.12,-0,-1,2,0,,,,,,,,,,
179503,0,1.15,0.89,,,,1.19,2.59,3.52,,,,,,,,,,,,,,,,,
179523,0,1.15,0.88,,,,1.19,2.6,3.48,0.2,0.17,1.12,-0,-3,3,0,,,,,,,,,,
179543,0,1.15,0.88,0.0,0.29,1.64,1.19,2.6,3.5,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
179563,0,1.15,0.88,,,,1.19,2.59,3.51,0.21,0.22,1.1,-1,-4,3,0,,,,,,,,,,
179583,0,1.15,0.89,,,,1.19,2.6,3.51,,,,,,,,,,,,,,,,,
179603,0,1.15,0.88,,,,1.19,2.6,3.47,0.22,0.25,1.09,-1,-5,3,0,,,,,,,,,,
179623,0,1.15,0.88,,,,1.19,2.6,3.5,,,,,,,,,,,,,,,,,
179643,0,1.15,0.88,0.0,0.29,1.64,1.19,2.6,3.48,0.24,0.27,1.07,-1,-6,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
179663,0,1.15,0.88,,,,1.19,2.6,3.51,,,,,,,,,,,,,,,,,
179683,0,1.15,0.88,,,,1.19,2.59,3.47,0.25,0.28,1.07,-1,-6,3,0,,,,,,,,,,
179703,0,1.15,0.89,,,,1.19,2.6,3.52,,,,,,,,,,,,,,,,,
179723,0,1.15,0.88,,,,1.19,2.6,3.48,0.24,0.29,1.05,-1,-7,4,0,,,,,,,,,,
179743,0,1.15,0.89,0.0,0.29,1.64,1.19,2.59,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
179763,0,1.15,0.89,,,,1.19,2.59,3.48,0.21,0.28,1.04,-1,-8,4,0,,,,,,,,,,
179783,0,1.16,0.89,,,,1.19,2.59,3.51,,,,,,,,,,,,,,,,,
179803,0,1.15,0.89,,,,1.18,2.59,3.47,0.19,0.26,1.03,-1,-9,4,0,,,,,,,,,,
179823,0,1.15,0.89,,,,1.18,2.59,3.49,,,,,,,,,,,,,,,,,
179843,0,1.15,0.89,0.0,0.29,1.64,1.18,2.59,3.47,0.17,0.24,1.02,-1,-9,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
179863,0,1.15,0.89,,,,1.18,2.6,3.5,,,,,,,,,,,,,,,,,
179883,0,1.16,0.9,,,,1.18,2.59,3.47,0.2,0.27,1.03,-1,-10,4,0,,,,,,,,,,
179903,0,1.15,0.9,,,,1.18,2.6,3.51,,,,,,,,,,,,,,,,,
179923,0,1.15,0.89,,,,1.18,2.59,3.48,0.23,0.27,1.04,-1,-9,4,0,,,,,,,,,,
179943,0,1.15,0.89,0.0,0.29,1.64,1.19,2.59,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
179963,0,1.15,0.9,,,,1.18,2.6,3.48,0.23,0.28,1.07,-1,-8,4,0,,,,,,,,,,
179983,0,1.15,0.9,,,,1.18,2.6,3.51,,,,,,,,,,,,,,,,,
180003,0,1.15,0.9,,,,1.18,2.6,3.48,0.22,0.24,1.07,-1,-6,3,0,,,,,,,,,,
180023,0,1.15,0.9,,,,1.18,2.59,3.53,,,,,,,,,,,,,,,,,
180043,0,1.16,0.91,0.0,0.29,1.64,1.18,2.6,3.47,0.16,0.16,1.14,-0,-4,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
180063,0,1.15,0.9,,,,1.18,2.6,3.5,,,,,,,,,,,,,,,,,
180083,0,1.15,0.9,,,,1.18,2.6,3.48,0.11,0.11,1.05,-0,-3,2,0,,,,,,,,,,
180103,0,1.16,0.9,,,,1.18,2.6,3.52,,,,,,,,,,,,,,,,,
180123,0,1.15,0.9,,,,1.18,2.59,3.47,0.05,0.08,1.06,-0,-1,1,0,,,,,,,,,,
180143,0,1.15,0.9,0.0,0.29,1.64,1.18,2.59,3.51,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
180163,0,1.15,0.9,,,,1.18,2.59,3.47,0.05,0.08,1.04,-0,1,1,0,,,,,,,,,,
180183,0,1.15,0.91,,,,1.18,2.59,3.51,,,,,,,,,,,,,,,,,
180203,0,1.15,0.91,,,,1.18,2.59,3.47,0.02,0.03,0.99,-0,1,0,0,,,,,,,,,,
180223,0,1.16,0.9,,,,1.18,2.59,3.5,,,,,,,,,,,,,,,,,
180243,0,1.16,0.91,0.0,0.29,1.64,1.18,2.59,3.47,-0.03,-0.03,1.06,-0,-2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
180263,0,1.15,0.91,,,,1.18,2.59,3.51,,,,,,,,,,,,,,,,,
180283,0,1.15,0.9,,,,1.18,2.59,3.47,0.05,0.03,1.02,-1,-4,1,0,,,,,,,,,,
180303,0,1.16,0.9,,,,1.18,2.59,3.51,,,,,,,,,,,,,,,,,
180323,0,1.15,0.91,,,,1.18,2.59,3.51,0.05,0.01,1.04,-0,-3,0,0,,,,,,,,,,
180343,0,1.15,0.91,0.0,0.28,1.63,1.18,2.59,3.5,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
180363,0,1.15,0.91,,,,1.18,2.6,3.47,0.06,0.03,1.09,-0,-3,0,0,,,,,,,,,,
180383,0,1.15,0.92,,,,1.18,2.6,3.5,,,,,,,,,,,,,,,,,
180403,0,1.15,0.92,,,,1.18,2.6,3.47,0.02,-0.0,0.99,-0,-1,-0,0,,,,,,,,,,
180423,0,1.15,0.91,,,,1.18,2.59,3.49,,,,,,,,,,,,,,,,,
180443,0,1.15,0.91,0.0,0.28,1.63,1.18,2.59,3.47,0.02,-0.02,1.03,-0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
180463,0,1.15,0.92,,,,1.18,2.59,3.5,,,,,,,,,,,,,,,,,
180483,0,1.15,0.92,,,,1.18,2.59,3.47,-0.0,-0.04,0.9,-0,2,-1,0,,,,,,,,,,
180503,0,1.15,0.91,,,,1.18,2.6,3.51,,,,,,,,,,,,,,,,,
180523,0,1.15,0.91,,,,1.18,2.59,3.47,0.0,-0.04,0.93,-0,0,-1,0,,,,,,,,,,
180543,0,1.15,0.92,0.0,0.29,1.63,1.18,2.59,3.5,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
180563,0,1.16,0.91,,,,1.18,2.6,3.47,0.02,-0.0,0.99,-0,-2,-0,0,,,,,,,,,,
180583,0,1.16,0.92,,,,1.18,2.6,3.5,,,,,,,,,,,,,,,,,
180603,0,1.15,0.91,,,,1.18,2.59,3.47,0.04,0.05,0.98,-0,-2,-0,0,,,,,,,,,,
180623,0,1.16,0.92,,,,1.18,2.6,3.5,,,,,,,,,,,,,,,,,
180643,0,1.16,0.92,0.0,0.28,1.63,1.18,2.6,3.47,0.02,0.01,1.02,-0,-1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
180663,0,1.15,0.92,,,,1.18,2.59,3.5,,,,,,,,,,,,,,,,,
180683,0,1.16,0.92,,,,1.18,2.59,3.47,-0.0,-0.01,1.0,-0,0,0,0,,,,,,,,,,
180703,0,1.16,0.92,,,,1.18,2.59,3.51,,,,,,,,,,,,,,,,,
180723,0,1.15,0.92,,,,1.18,2.59,3.46,0.0,0.02,0.99,-0,2,-0,0,,,,,,,,,,
180743,0,1.16,0.93,0.0,0.29,1.63,1.18,2.59,3.47,,,,,,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
180763,0,1.15,0.92,,,,1.18,2.59,3.45,-0.01,-0.04,0.97,-0,2,-1,0,,,,,,,,,,
